,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
114,"110-00 Rockaway Blvd, Queens, NY 11420, USA",40.6716667,-73.8330556,ROOFTOP,ChIJIdDbQENnwokRLEpMPpPivNQ,"establishment,point_of_interest",11420,"110-00 Rockaway Blvd, Racing Hall, Queens, NY",1,OK
115,"1220 E 229th St, Bronx, NY 10466, USA",40.8846107,-73.8430831,ROOFTOP,ChIJXfuXPi3zwokRLK2HswmN2VQ,premise,10466,"1220 East 229th Street, Bronx, NY",1,OK
116,"231 Crown St, Brooklyn, NY 11225, USA",40.6666045,-73.9524683,ROOFTOP,ChIJLSoyTXFbwokRWFvknsVOoaw,premise,11225,"231 Crown Street, Brooklyn, NY",1,OK
117,"1473 Amsterdam Ave, New York, NY 10027, USA",40.8172647,-73.9530382,ROOFTOP,ChIJaQjl1m72wokR3GJCGcB0-zs,premise,10027,"1473 Amsterdam Avenue, Manhattan, NY",1,OK
118,"137 Mott St, New York, NY 10013, USA",40.7185791,-73.99690369999999,ROOFTOP,ChIJxfR9N4hZwokR6VjTzZ6ib0I,street_address,10013,"137 Mott Street, Manhattan, NY",1,OK
119,"135-05 38th Ave, Queens, NY 11354, USA",40.7604231,-73.8323834,ROOFTOP,ChIJldXkUQ5gwokRfJClJa1PGbA,subpremise,11354,"135-05 38th Avenue, Queens, NY",1,OK
120,"5412 7th Ave, Brooklyn, NY 11220, USA",40.6400845,-74.0087355,ROOFTOP,ChIJ4WeqMrVawokR_ibm8_QcBeM,premise,11220,"5412 7th Avenue, Brooklyn, NY",1,OK
121,"2170 86th St, Brooklyn, NY 11214, USA",40.6020382,-73.9944694,ROOFTOP,ChIJBXSWIQZFwokRTxmp4fFu6L4,premise,11214,"2170 86th Street, Brooklyn, NY",1,OK
122,"2042 86th St, Brooklyn, NY 11214, USA",40.6037994,-73.99747649999999,ROOFTOP,ChIJdWbT1AhFwokRYg5k915h6wY,premise,11214,"2042 86 Street, -, Brooklyn, NY",1,OK
123,"7402 Grand Ave, Maspeth, NY 11378, USA",40.72990679999999,-73.8877941,ROOFTOP,ChIJyVn11OBfwokR-AgpOifV8kA,"establishment,point_of_interest,storage",11378,"7402 Grand Avenue, A, Queens, NY",1,OK
124,"6009 8th Ave, Brooklyn, NY 11220, USA",40.6351133,-74.0096808,ROOFTOP,ChIJV4v2fklFwokRknxEuERsPGQ,premise,11220,"6009 8th Avenue, Brooklyn, NY",1,OK
125,"818 57th St, Brooklyn, NY 11220, USA",40.6367199,-74.0074387,ROOFTOP,ChIJ1bl1b0pFwokR39PKgQ4xdc8,premise,11220,"818 57th Street, Brooklyn, NY",1,OK
126,"807 Kings Hwy, Brooklyn, NY 11223, USA",40.6067496,-73.96433830000001,ROOFTOP,ChIJFSLpM-xEwokREYgkpYrPXfI,premise,11223,"807 Kings Highway, Brooklyn, NY",1,OK
127,"62-4 Woodhaven Blvd, Rego Park, NY 11374, USA",40.7275088,-73.8709495,RANGE_INTERPOLATED,Ei02Mi00IFdvb2RoYXZlbiBCbHZkLCBSZWdvIFBhcmssIE5ZIDExMzc0LCBVU0EiGhIYChQKEgmRMLx2Rl7CiRHhvppAngWxRBAE,street_address,11374,"62-04B Woodhaven Boulevard, Queens, NY",1,OK
128,"3475 3rd Ave., Bronx, NY 10456, USA",40.8302156,-73.9065036,ROOFTOP,ChIJM1RO0070wokRRAFIa0KXtbs,premise,10456,"3475 Third Avenue, Bronx, NY",1,OK
129,"4377 Bronx Blvd, Bronx, NY 10466, USA",40.89953879999999,-73.8584144,ROOFTOP,ChIJcwe2XNnywokRk2GIGeHVPo8,premise,10466,"4377 Bronx Boulevard, Bronx, NY",1,OK
130,"987 Manhattan Ave, Brooklyn, NY 11222, USA",40.73276449999999,-73.954976,ROOFTOP,ChIJRXKhPz9ZwokRag3xtQzPQQ4,premise,11222,"987 Manhattan Avenue, -, Brooklyn, NY",1,OK
131,"2544A White Plains Rd, Bronx, NY 10467, USA",40.8645096,-73.8671854,ROOFTOP,ChIJnRg7EmfzwokRLJOdDn9ySAs,street_address,10467,"2544A White Plains Road, Bronx, NY",1,OK
132,"1108 Liberty Ave, Brooklyn, NY 11208, USA",40.6783611,-73.8683927,ROOFTOP,ChIJ22l5db9dwokRwcaDw6I7hr0,premise,11208,"1108 Liberty Avenue, Brooklyn, NY",1,OK
133,"1341 St Nicholas Ave, New York, NY 10033, USA",40.8469145,-73.935739,ROOFTOP,ChIJMcHMASD0wokRZ-ARm9In7cM,street_address,10033,"1341 St. Nicholas Avenue, Manhattan, NY",1,OK
134,"831 Annadale Rd, Staten Island, NY 10312, USA",40.5415721,-74.1771393,ROOFTOP,ChIJDeyOJvxKwokRT_BWgVUvRPM,premise,10312,"831 Annadale Road, Staten Island, NY",1,OK
135,"2191 Broadway, New York, NY 10024, USA",40.7830863,-73.9809368,ROOFTOP,ChIJSzi9Q4hYwokRlM16QFFM6ZI,premise,10024,"2191 Broadway, Manhattan, NY",1,OK
136,"2343 Arthur Ave, Bronx, NY 10458, USA",40.854563,-73.8887524,ROOFTOP,ChIJ7cp1WIf0wokR1_25lz-LGeg,premise,10458,"2343 Arthur Avenue, Bronx, NY",1,OK
137,"154 E 174th St, Bronx, NY 10457, USA",40.84474549999999,-73.90959,ROOFTOP,ChIJPyN29Wr0wokRQpRrzdCJ8Cw,subpremise,10457,"154 East 174th Street, Bronx, NY",1,OK
138,"19215 47th Ave, Flushing, NY 11358, USA",40.7521117,-73.7884886,RANGE_INTERPOLATED,EicxOTIxNSA0N3RoIEF2ZSwgRmx1c2hpbmcsIE5ZIDExMzU4LCBVU0EiGhIYChQKEglLsTBTyWHCiRGhcWV09-AjghAP,street_address,11358,"192-15 47th Avenue, Queens, NY",1,OK
139,"Robert Morris Apartments, 79-08 37th Ave, Queens, NY 11372, USA",40.7493621,-73.8867232,ROOFTOP,ChIJ9aUeUKhfwokRoSGzYl5kP5k,subpremise,11372,"79-08 37th Avenue, Queens, NY",1,OK
140,"205-43 Linden Blvd, Jamaica, NY 11412, USA",40.69623,-73.746706,ROOFTOP,ChIJZwjkG-JjwokR24ahI-AAe6o,street_address,11412,"205-43 Linden Boulevard, Queens, NY",1,OK
141,"6415 Bay Pkwy, Brooklyn, NY 11204, USA",40.6139433,-73.98087939999999,ROOFTOP,ChIJ-2BtTeBEwokRdpARFjgdlCw,premise,11204,"6415 Bay Parkway, -, Brooklyn, NY",1,OK
142,"987 Allerton Ave, Bronx, NY 10469, USA",40.8657216,-73.8589307,RANGE_INTERPOLATED,EiY5ODcgQWxsZXJ0b24gQXZlLCBCcm9ueCwgTlkgMTA0NjksIFVTQSIbEhkKFAoSCSfjYFJb88KJEco_7-puLX0NENsH,street_address,10469,"987 Allerton Avenue, Bronx, NY",1,OK
143,"325 New Dorp Ln, Staten Island, NY 10306, USA",40.5717067,-74.1116313,ROOFTOP,ChIJ9z4YjU1JwokRFVJomEFoDac,premise,10306,"325 New Dorp Lane, Staten Island, NY",1,OK
144,"37-71 103rd St, Corona, NY 11368, USA",40.7514853,-73.8632227,ROOFTOP,ChIJ33KAF8dfwokRzc7KmB9HOhA,premise,11368,"37-71 103rd Street, Queens, NY",1,OK
145,"1590 Madison Ave, New York, NY 10029, USA",40.7939981,-73.94950039999999,ROOFTOP,ChIJQ-C7lxz2wokRh5-AlaP6zyo,street_address,10029,"1590 Madison Avenue, Manhattan, NY",1,OK
146,"5600 New Utrecht Ave, Brooklyn, NY 11219, USA",40.63077180000001,-73.99589759999999,ROOFTOP,ChIJy5S6NDBFwokR0EMQG4pkikg,street_address,11219,"5600 New Utrecht Avenue, Brooklyn, NY",1,OK
147,"236-01 Braddock Ave, Jamaica, NY 11426, USA",40.7276365,-73.7312963,ROOFTOP,ChIJTwRcxzBiwokR0ALOqPWPfcc,street_address,11426,"236-01a Braddock Avenue, Queens, NY",1,OK
148,"4329 Broadway, New York, NY 10033, USA",40.852693,-73.9348152,ROOFTOP,ChIJbZDW6B30wokRaCX7KrJLNhc,premise,10033,"4329 Broadway, Manhattan, NY",1,OK
149,"759 Burke Ave, Bronx, NY 10467, USA",40.8716346,-73.86468769999999,ROOFTOP,ChIJqQnW-UHzwokRT8l7Rzr5wfI,premise,10467,"759 Burke Avenue, Bronx, NY",1,OK
150,"1932 Bath Ave, Brooklyn, NY 11214, USA",40.6019612,-74.00293959999999,ROOFTOP,ChIJ-9n1UgpFwokRHgWrdq84gp4,premise,11214,"1932 Bath Avenue, Brooklyn, NY",1,OK
151,"1226 Lexington Ave, New York, NY 10028, USA",40.7775111,-73.9573128,ROOFTOP,ChIJD4kouL1YwokRZBBSGV-D-ps,premise,10028,"1226 Lexington Avenue, Manhattan, NY",1,OK
152,"8330 Broadway, Queens, NY 11373, USA",40.7403757,-73.8792728,ROOFTOP,ChIJk2nEMq1fwokRYW4UmRnR23Q,street_address,11373,"8330 Broadway, Queens, NY",1,OK
153,"2259 Church Ave, Brooklyn, NY 11226, USA",40.6506646,-73.9568536,ROOFTOP,ChIJO3_iUUBbwokRZgteUZ93Za4,premise,11226,"2259 Church Avenue, Brooklyn, NY",1,OK
154,"706 Castle Hill Ave, Bronx, NY 10473, USA",40.821374,-73.848297,ROOFTOP,ChIJy5AlZNH0wokRObW4shT-FcQ,subpremise,10473,"706 Castle Hill Avenue, Bronx, NY",1,OK
155,"724 Elton Ave, Bronx, NY 10455, USA",40.8198363,-73.9139142,ROOFTOP,ChIJ06d5GMr1wokRtOrWLVHnfWQ,premise,10455,"724 Elton Avenue, Bronx, NY",1,OK
156,"159 E Broadway, New York, NY 10002, USA",40.7138321,-73.9904246,ROOFTOP,ChIJBxmhDClawokRCCLsIIk32Ic,subpremise,10002,"159 East Broadway, Manhattan, NY",1,OK
157,"225 Madison St, New York, NY 10002, USA",40.71293,-73.988661,ROOFTOP,ChIJJR0q2StawokR3c4txbrdO54,street_address,10002,"225 Madison Street, Manhattan, NY",1,OK
158,"302 Grand St, New York, NY 10002, USA",40.7176793,-73.9915836,ROOFTOP,ChIJIYaadodZwokRsO_xPvuB9TU,subpremise,10002,"302A Grand Street, Manhattan, NY",1,OK
159,"265 8th Ave, New York, NY 10018, USA",40.7456969,-73.99851029999999,ROOFTOP,ChIJ8XHJ_axZwokRPb6e2erFC3U,street_address,10018,"265 8th Avenue, Manhattan, NY",1,OK
160,"614 Flatbush Ave, Brooklyn, NY 11225, USA",40.6584886,-73.96083709999999,ROOFTOP,ChIJ9aHSXBNbwokRIzwon5grdCw,premise,11225,"614 Flatbush Avenue, Brooklyn, NY",1,OK
161,"1810 Church Ave, Brooklyn, NY 11226, USA",40.649367,-73.96268529999999,ROOFTOP,ChIJSQXA3j5bwokRKGSygvPAfgk,premise,11226,"1810 Church Avenue, Brooklyn, NY",1,OK
162,"4704 White Plains Rd, Bronx, NY 10470, USA",40.9036644,-73.8497905,ROOFTOP,ChIJzZHg2NHywokR9WWwA2M4xFw,premise,10470,"4704 White Plains Road, Bronx, NY",1,OK
163,"1 Audubon Ave, New York, NY 10032, USA",40.8387774,-73.9392136,ROOFTOP,ChIJFyiJ3pz2wokRb78-X-pxco0,street_address,10032,"1 Audubon Avenue, Manhattan, NY",1,OK
164,"524 Clarkson Ave, Brooklyn, NY 11203, USA",40.6557088,-73.9421014,ROOFTOP,ChIJ6RvFBmRbwokRvilbzsyL6eU,subpremise,11203,"524 Clarkson Avenue, Brooklyn, NY",1,OK
165,"1265 Clove Rd STORE E, Staten Island, NY 10301, USA",40.6162059,-74.1031536,ROOFTOP,EjMxMjY1IENsb3ZlIFJkIFNUT1JFIEUsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzAxLCBVU0EiIxohChYKFAoSCZ1X7FVgTsKJEWzXji3sedmTEgdTVE9SRSBF,subpremise,10301,"1265 Clove Road, STORE E -, Staten Island, NY",1,OK
166,"7551 Metropolitan Ave, Queens, NY 11379, USA",40.7132742,-73.8756971,ROOFTOP,ChIJkZirEm9ewokR7r2Cql9-ysA,premise,11379,"75-51 Metropolitan Avenue, Queens, NY",1,OK
167,"394 Avenue P, Brooklyn, NY 11223, USA",40.6086778,-73.97274110000001,ROOFTOP,ChIJrSEBluVEwokRwRpzzT3BsuQ,premise,11223,"394 Avenue P, Brooklyn, NY",1,OK
168,"898 E Tremont Ave, Bronx, NY 10460, USA",40.8418489,-73.8842702,ROOFTOP,ChIJVxWTc4v0wokReRebiww6vJI,street_address,10460,"898 East Tremont Avenue, Bronx, NY",1,OK
169,"2975 Richmond Ave, Staten Island, NY 10314, USA",40.5725803,-74.16821809999999,ROOFTOP,ChIJddDwJp1LwokRWwWBYd_QLH0,premise,10314,"2975 Richmond Ave, Staten Island, NY",1,OK
170,"3250 Vernon Blvd, Long Island City, NY 11106, USA",40.7675325,-73.93910489999999,ROOFTOP,ChIJm2cclMpYwokRkQhO_Irg92o,premise,11106,"32-50 Vernon Boulevard, Queens, NY",1,OK
171,"517 E 117th St, New York, NY 10035, USA",40.795386,-73.9310222,ROOFTOP,ChIJqzaPlPz1wokRYt42p1AYjJc,premise,10035,"517 East 117th Street, Manhattan, NY",1,OK
172,"61-35 Junction Blvd, Rego Park, NY 11374, USA",40.7332336,-73.86381639999999,ROOFTOP,ChIJA_-f0TVewokRcwvS3OCgPa4,street_address,11374,"61-35 Junction Blvd, Queens, NY",1,OK
173,"976 3rd Ave, Brooklyn, NY 11232, USA",40.6557617,-74.0092635,ROOFTOP,ChIJ37C1J79awokR30RVol5Nwao,premise,11232,"976 3rd Ave, Brooklyn, NY",1,OK
174,"2043 Grand Concourse, Bronx, NY 10453, USA",40.8522954,-73.9042702,ROOFTOP,ChIJgVhTKG70wokRZ99vbYmrqmI,subpremise,10453,"2043 Grand Concourse, Bronx, NY",1,OK
175,"1 Columbus Pl, New York, NY 10019, USA",40.76916790000001,-73.98585709999999,ROOFTOP,ChIJsSFH3lhYwokRD6oMzywXdgw,"establishment,premise",10019,"1 Columbus Place, Manhattan, NY",1,OK
176,"100-02 Queens Blvd, Forest Hills, NY 11375, USA",40.7265616,-73.8537602,ROOFTOP,ChIJI5JrqzpewokRaT-DBrChabc,premise,11375,"100-02 Queens Boulevard, Queens, NY",1,OK
177,"10204 Flatlands Ave, Brooklyn, NY 11236, USA",40.6460233,-73.8964372,ROOFTOP,ChIJbZDXGOdcwokRGju_95cOtpo,premise,11236,"10204 Flatlands Avenue, Brooklyn, NY",1,OK
178,"10811 Queens Blvd, Forest Hills, NY 11375, USA",40.72143,-73.8429932,RANGE_INTERPOLATED,Ei4xMDgxMSBRdWVlbnMgQmx2ZCwgRm9yZXN0IEhpbGxzLCBOWSAxMTM3NSwgVVNBIhoSGAoUChIJSSs0QSdewokRxMB3E1NkGZEQCw,street_address,11375,"108-11 Queens Boulevard, Queens, NY",1,OK
179,"112 W 34th St, New York, NY 10120, USA",40.7498313,-73.9887048,ROOFTOP,ChIJq6rqyq5ZwokRtenei4IAh38,street_address,10120,"112 West 34th Street, Manhattan, NY",1,OK
180,"1125 Bay St, Staten Island, NY 10305, USA",40.6158843,-74.0670056,ROOFTOP,ChIJ_dHwDK9PwokRC605Nzp2jZs,premise,10305,"1125 Bay Street, Staten Island, NY",1,OK
181,"115 W 125th St, New York, NY 10027, USA",40.8083045,-73.9456757,ROOFTOP,ChIJXWUzOg32wokR8LrGZjsrsis,street_address,10027,"115 W. 125th Street, Manhattan, NY",1,OK
182,"1172 3rd Ave, New York, NY 10065, USA",40.7675907,-73.96260339999999,ROOFTOP,ChIJZVTS1-tYwokROPYc6S4fKBk,street_address,10065,"1172 3rd Avenue, Manhattan, NY",1,OK
183,"118-10 Queens Blvd, Forest Hills, NY 11375, USA",40.7146041,-73.8324877,ROOFTOP,ChIJKVzxZZhgwokRyThhWLttjw8,premise,11375,"118-10 Queens Boulevard, Queens, NY",1,OK
184,"1223 2nd Ave, New York, NY 10021, USA",40.7639862,-73.9623318,ROOFTOP,ChIJOzq_V-hYwokRsm2TmjDfDvA,street_address,10021,"1223 2nd Avenue, Manhattan, NY",1,OK
185,"1241 Lexington Ave, New York, NY 10028, USA",40.7782493,-73.95622449999999,ROOFTOP,ChIJN_IkVLxYwokRAgOGYv5Wf5g,street_address,10028,"1241 Lexington Avenue, Manhattan, NY",1,OK
186,"1249 Nostrand Ave., Brooklyn, NY 11225, USA",40.6567175,-73.9498049,ROOFTOP,ChIJVceLLW9bwokR530X3HWNEb4,subpremise,11225,"1249 Nostrand Avenue, Brooklyn, NY",1,OK
187,"129 Fulton St, New York, NY 10038, USA",40.7102958,-74.007457,ROOFTOP,ChIJ9XQJEhhawokRejem7Mh41HE,street_address,10038,"129 Fulton Street, Manhattan, NY",1,OK
188,"1294 Lexington Ave, New York, NY 10128, USA",40.780512,-73.9552235,ROOFTOP,ChIJqZQryrxYwokR8RZSA-k7FdY,premise,10128,"1294 Lexington Avenue, Manhattan, NY",1,OK
189,"130 Dyckman St, New York, NY 10040, USA",40.8625932,-73.9256302,ROOFTOP,ChIJf9ziNQb0wokRwjtGX0_x6ho,subpremise,10040,"130 Dyckman Street, Manhattan, NY",1,OK
190,"130 Malcolm X Blvd, New York, NY 10026, USA",40.8021896,-73.9491979,ROOFTOP,ChIJxTSqShD2wokR__M2rvRFMUI,street_address,10026,"130 Lenox Avenue, Manhattan, NY",1,OK
191,"132-22 14th Ave, College Point, NY 11356, USA",40.7857528,-73.8357264,ROOFTOP,ChIJce7SgbGKwokRQk9AAO_tYog,street_address,11356,"132-22 14th Avenue, Queens, NY",1,OK
192,"1346 Granville Payne Ave, Brooklyn, NY 11239, USA",40.6470688,-73.8823845,ROOFTOP,ChIJSfDH_BtdwokR_EG3GJEe2K8,street_address,11239,"1346 Pennsylvania Avenue, Brooklyn, NY",1,OK
193,"135-5 20th Ave, College Point, NY 11356, USA",40.78335879999999,-73.8334726,ROOFTOP,ChIJpc-e1rGKwokRvuMZvwxPvKE,street_address,11356,"135-05 20th Avenue, Queens, NY",1,OK
194,"1361 Hylan Blvd, Staten Island, NY 10305, USA",40.5954049,-74.0864632,ROOFTOP,ChIJr9rAZ-ZOwokRqSg7hYZgonY,premise,10305,"1361 Hylan Boulevard, Staten Island, NY",1,OK
195,"139 Flatbush Ave, Brooklyn, NY 11217, USA",40.6845209,-73.976575,ROOFTOP,ChIJNRaVBq5bwokR-8n665Miqg0,subpremise,11217,"139 Flatbush Avenue, Brooklyn, NY",1,OK
196,"1396 2nd Ave, New York, NY 10021, USA",40.7690179,-73.9579526,ROOFTOP,ChIJQx2NSsBYwokRNeM5gmV33ls,street_address,10021,"1396 2nd Avenue, Manhattan, NY",1,OK
197,"1402 Sheepshead Bay Rd, Brooklyn, NY 11235, USA",40.5875012,-73.95507599999999,ROOFTOP,ChIJ7-G8uWZEwokRMt3PaIwURHk,street_address,11235,"1402 Sheepshead Bay Road, Brooklyn, NY",1,OK
198,"1440 Broadway, New York, NY 10018, USA",40.75439530000001,-73.986453,ROOFTOP,ChIJ6-IWIqtZwokR1zjr2T27IhA,premise,10018,"1440 Broadway, Manhattan, NY",1,OK
199,"1-50 50th Ave, Long Island City, NY 11101, USA",40.7435117,-73.9590968,ROOFTOP,ChIJCc_EmiJZwokRKFb4hQJjEl0,street_address,11101,"1-50 50th Ave, Queens, NY",1,OK
200,"150 Court St, Brooklyn, NY 11201, USA",40.6889791,-73.9929629,ROOFTOP,ChIJOQUXvE9awokRmX_WY9Hxq-w,premise,11201,"150 Court Street, Brooklyn, NY",1,OK
201,"1500 Lexington Ave, New York, NY 10029, USA",40.7864194,-73.9507922,ROOFTOP,ChIJbz3R9KZYwokRJeG82tZFO4E,premise,10029,"1500 Lexington Avenue, Manhattan, NY",1,OK
202,"153-01 10th Ave, Whitestone, NY 11357, USA",40.7942408,-73.80808929999999,ROOFTOP,ChIJqWc33u2KwokR_tSUMp5RC7E,street_address,11357,"153-01 10th Avenue, Queens, NY",1,OK
203,"156 Henry St, Brooklyn, NY 11201, USA",40.6960392,-73.99391589999999,ROOFTOP,ChIJmRJqbUhawokRIq2K92YzN3g,premise,11201,"156 Henry Street, Brooklyn, NY",1,OK
204,"1569 1st Ave., New York, NY 10028, USA",40.774251,-73.951711,ROOFTOP,ChIJzR-ma7lYwokRTmlsJHpbRo8,street_address,10028,"1569 1st Avenue, Manhattan, NY",1,OK
205,"157-05 Cross Bay Blvd, Howard Beach, NY 11414, USA",40.6623376,-73.8399766,ROOFTOP,ChIJQ4LJvX1nwokRgqC2mBCkEcg,premise,11414,"157-05 Cross Bay Boulevard, Queens, NY",1,OK
206,"1571 Forest Ave, Staten Island, NY 10302, USA",40.6251199,-74.1402446,ROOFTOP,ChIJiY4QvM5NwokRXJ2z7nxX1u8,premise,10302,"1571 Forest Avenue, Staten Island, NY",1,OK
207,"158 Bleecker St, New York, NY 10012, USA",40.7285017,-74.0000773,ROOFTOP,ChIJlY9j8JFZwokRC01CVOXuNvM,street_address,10012,"158 Bleecker Street, Manhattan, NY",1,OK
208,"1598 Flatbush Ave, Brooklyn, NY 11210, USA",40.6315059,-73.9467515,ROOFTOP,ChIJ-4eHs1JbwokRtsvnLpzyW5I,street_address,11210,"1598 Flatbush Avenue, Brooklyn, NY",1,OK
209,"1601 Kings Hwy, Brooklyn, NY 11229, USA",40.6095009,-73.9571521,ROOFTOP,ChIJ1aCI8ZREwokRoIzAnOvl_Ig,premise,11229,"1601 Kings Highway, Brooklyn, NY",1,OK
210,"161 6th Ave, New York, NY 10013, USA",40.7259683,-74.0043514,ROOFTOP,ChIJr8W14oxZwokRWCkSH9a34h8,premise,10013,"161 Avenue Of The Americas, Manhattan, NY",1,OK
211,"1622 3rd Ave, New York, NY 10128, USA",40.7822658,-73.95182539999999,ROOFTOP,ChIJGY1H8qRYwokRzlN-F7lVzFQ,premise,10128,"1622 3rd Avenue, Manhattan, NY",1,OK
212,"1654 Richmond Ave, Staten Island, NY 10314, USA",40.6083516,-74.1642734,ROOFTOP,ChIJC5w171tMwokR9VnPkF0lrcM,subpremise,10314,"1654 Richmond Avenue, Staten Island, NY",1,OK
213,"168 Montague St, Brooklyn, NY 11201, USA",40.6939137,-73.99241310000001,ROOFTOP,ChIJ14YH5UhawokRvpHpAbAruGw,street_address,11201,"168 Montague Street, Brooklyn, NY",1,OK
214,"1688 Westchester Ave, Bronx, NY 10472, USA",40.8301912,-73.87108020000001,ROOFTOP,ChIJATOF0-j0wokRC8_J3Wt97Og,premise,10472,"1688 Westchester Avenue, Bronx, NY",1,OK
215,"170-05 Linden Blvd, Jamaica, NY 11433, USA",40.69181280000001,-73.7797276,ROOFTOP,ChIJ8y6VezFhwokRtj9zHOkvAQ4,premise,11433,"170-05 Linden Boulevard, Queens, NY",1,OK
216,"172-21 46th Ave, Flushing, NY 11358, USA",40.75345,-73.79287959999999,ROOFTOP,ChIJT0EBkcxhwokRgIQlvI4Il4c,premise,11358,"172-21 46th Avenue, Queens, NY",1,OK
217,"178-02 Hillside Avenue, Queens, NY 11432, USA",40.712061,-73.78486149999999,ROOFTOP,ChIJ8ZXGIBphwokRJmG3OyEl5wk,subpremise,11432,"178-02 Hillside Avenue, Queens, NY",1,OK
218,"1916 Williamsbridge Rd, Bronx, NY 10461, USA",40.8529468,-73.8529791,ROOFTOP,ChIJ0w8re6j0wokRiqkq5RNfmbY,premise,10461,"1916 Williamsbridge Road, Bronx, NY",1,OK
219,"1933 Victory Blvd, Staten Island, NY 10314, USA",40.6128465,-74.1287215,ROOFTOP,ChIJd3qJ5itMwokR8GACDXnn2Yw,premise,10314,"1933 Victory Boulevard, Staten Island, NY",1,OK
220,"20 University Pl, New York, NY 10003, USA",40.7319258,-73.9949024,ROOFTOP,ChIJwSkxq5BZwokR6Swmooijyt8,street_address,10003,"20 University Place, Manhattan, NY",1,OK
221,"200 West End Ave, New York, NY 10023, USA",40.7779612,-73.9854593,ROOFTOP,ChIJ_bwsrGFYwokR2qhqEsdWzOw,premise,10023,"200 West End Avenue, Manhattan, NY",1,OK
222,"2014 Cropsey Ave, Brooklyn, NY 11214, USA",40.5996987,-74.0026063,ROOFTOP,ChIJR9EHdwpFwokROmFQJ5tsYuA,subpremise,11214,"2014 Cropsey Avenue, Brooklyn, NY",1,OK
223,"20-21 Francis Lewis Blvd, Whitestone, NY 11357, USA",40.7798804,-73.8017989,ROOFTOP,ChIJ1VnPOI-KwokRJMJvNHs3_w0,premise,11357,"20-21 Francis Lewis Boulevard, Queens, NY",1,OK
224,"2045 Forest Ave, Staten Island, NY 10303, USA",40.6267079,-74.1574388,ROOFTOP,ChIJJcByjLFNwokRU0DGbXvJ9_g,premise,10303,"2045 Forest Avenue, Staten Island, NY",1,OK
225,"206-09 Linden Blvd, Jamaica, NY 11411, USA",40.6965284,-73.7456728,ROOFTOP,ChIJW8NwiOFjwokR9GFbpGlW1GQ,premise,11411,"206-09 Linden Boulevard, Queens, NY",1,OK
226,"2112 White Plains Rd, Bronx, NY 10462, USA",40.8538437,-73.86731309999999,ROOFTOP,ChIJAUAdHJ_0wokR5H4rPVZjGXg,premise,10462,"2112 White Plains Road, Bronx, NY",1,OK
227,"212-20 Northern Blvd, Flushing, NY 11361, USA",40.759744,-73.769882,ROOFTOP,ChIJWQ_nt-BhwokR3efQHmv-8Tg,street_address,11361,"212-20 Northern Boulevard, Queens, NY",1,OK
228,"215 Park Ave S, New York, NY 10003, USA",40.7368375,-73.9883799,ROOFTOP,ChIJGfOQ8KFZwokRZYQQU0WZ7Aw,premise,10003,"215 Park Avenue South, Manhattan, NY",1,OK
229,"215-8 73rd Ave, Oakland Gardens, NY 11364, USA",40.7403216,-73.758858,RANGE_INTERPOLATED,Ei4yMTUtOCA3M3JkIEF2ZSwgT2FrbGFuZCBHYXJkZW5zLCBOWSAxMTM2NCwgVVNBIhoSGAoUChIJIeW_cI1hwokRyk5cvjl90mkQCA,street_address,11364,"215-08 73rd Avenue, Queens, NY",1,OK
230,"2151 86th St, Brooklyn, NY 11214, USA",40.60271710000001,-73.9945497,ROOFTOP,ChIJ4zzbHAZFwokRip1ueIPjduc,premise,11214,"2151 86th Street, Brooklyn, NY",1,OK
231,"218 Myrtle Ave, Brooklyn, NY 11201, USA",40.6933338,-73.9795657,ROOFTOP,ChIJFwcfr7VbwokRegJ8UR6Qisg,premise,11201,"218 Myrtle Avenue, Brooklyn, NY",1,OK
232,"2182 Broadway, New York, NY 10024, USA",40.7824783,-73.9805353,ROOFTOP,ChIJkWxlWohYwokRJ75ni-GHdDQ,street_address,10024,"2182 Broadway, Manhattan, NY",1,OK
233,"219-39 89th Ave, Queens Village, NY 11427, USA",40.7294008,-73.74378639999999,ROOFTOP,ChIJRx-H7ChiwokRjKyOhnubxrI,premise,11427,"219-39 89th Avenue, Queens, NY",1,OK
234,"222 E 34th St, New York, NY 10016, USA",40.7449717,-73.9770424,ROOFTOP,ChIJY4w6_QVZwokRu9EWwocama0,street_address,10016,"222 East 34th Street, Manhattan, NY",1,OK
235,"224 E 161 St, Bronx, NY 10451, USA",40.8243842,-73.91972419999999,ROOFTOP,ChIJQUCct8z1wokRXDcNKEyZ2kU,subpremise,10451,"224 East 161st Street, Bronx, NY",1,OK
236,"2320 Ralph Ave, Brooklyn, NY 11234, USA",40.6213139,-73.91784109999999,ROOFTOP,ChIJKftSSElDwokRuRtIiLCDQnQ,premise,11234,"2320 Ralph Avenue, Brooklyn, NY",1,OK
237,"241 W 57th St, New York, NY 10019, USA",40.7667995,-73.9825793,ROOFTOP,ChIJ5XIr0PdYwokRBjWmPervMh4,street_address,10019,"241 West 57th Street, Manhattan, NY",1,OK
238,"2465 Richmond Ave, Staten Island, NY 10314, USA",40.587616,-74.1663375,ROOFTOP,ChIJeWfTo35MwokR2N0G99SbTI4,subpremise,10314,"2465 Richmond Avenue, Staten Island, NY",1,OK
